version,section,function,length,matching
us,asm,func_global_asm_8071A038,428,yes
us,asm,func_global_asm_8067A69C,112,yes
us,asm,func_global_asm_8073A2A4,288,no
us,asm,func_global_asm_806F5D80,120,yes
us,asm,func_global_asm_8064A180,20,yes
us,asm,func_global_asm_806BDD90,312,yes
us,asm,func_global_asm_80600590,228,yes
us,asm,func_global_asm_806A3E9C,1000,no
us,asm,func_global_asm_8071EFDC,88,yes
us,asm,func_global_asm_80723020,612,no
us,asm,func_global_asm_8070CD44,72,yes
us,asm,func_global_asm_80689F80,108,yes
us,asm,func_global_asm_806B6C88,296,yes
us,asm,func_global_asm_8071CDE0,784,no
us,asm,func_global_asm_806C7228,8,yes
us,asm,func_global_asm_80690AB0,312,yes
us,asm,func_global_asm_8068C3A0,520,no
us,asm,func_global_asm_806D0A54,48,yes
us,asm,func_global_asm_8065F134,128,yes
us,asm,func_global_asm_806E7B48,296,yes
us,asm,func_global_asm_806D6B00,1036,yes
us,asm,func_global_asm_8070C8F4,156,yes
us,asm,func_global_asm_80684A00,432,yes
us,asm,func_global_asm_806D3DE4,444,yes
us,asm,func_global_asm_8072DE44,100,yes
us,asm,func_global_asm_80653B70,16,yes
us,asm,func_global_asm_80731654,304,yes
us,asm,func_global_asm_80659F7C,1524,no
us,asm,func_global_asm_8060B700,80,yes
us,asm,func_global_asm_80661E34,144,yes
us,asm,addActorToTextOverlayRenderArray,80,yes
us,asm,func_global_asm_80611844,8,yes
us,asm,func_global_asm_806D80A8,608,yes
us,asm,func_global_asm_806EAFF4,100,yes
us,asm,func_global_asm_806F69A8,1200,no
us,asm,func_global_asm_8072B79C,48,yes
us,asm,func_global_asm_805FCA94,1348,no
us,asm,func_global_asm_807095E4,684,no
us,asm,func_global_asm_806789E4,288,no
us,asm,func_global_asm_806E9874,132,yes
us,asm,func_global_asm_807289E8,4284,no
us,asm,func_global_asm_8073F81C,132,no
us,asm,func_global_asm_8062E898,800,no
us,asm,func_global_asm_80660D38,788,no
us,asm,func_global_asm_8066CEE4,876,no
us,asm,func_global_asm_8070A220,1576,no
us,asm,func_global_asm_80653F68,60,yes
us,asm,func_global_asm_806738D0,264,no
us,asm,func_global_asm_8060188C,40,yes
us,asm,func_global_asm_80709464,96,yes
us,asm,func_global_asm_80666280,16,yes
us,asm,func_global_asm_80635114,256,no
us,asm,func_global_asm_80601848,68,yes
us,asm,func_global_asm_8067B2B0,8,yes
us,asm,func_global_asm_8067E69C,40,yes
us,asm,func_global_asm_80716FB4,332,yes
us,asm,func_global_asm_806FCC88,1036,no
us,asm,func_global_asm_8060A4D0,48,yes
us,asm,func_global_asm_807040D0,16,yes
us,asm,func_global_asm_806025D4,1216,no
us,asm,func_global_asm_8062F998,560,no
us,asm,func_global_asm_80692500,32,yes
us,asm,func_global_asm_8073726C,560,no
us,asm,func_global_asm_806E5ED4,204,yes
us,asm,func_global_asm_80661440,68,yes
us,asm,func_global_asm_8063495C,160,no
us,asm,func_global_asm_806B1EA8,32,yes
us,asm,func_global_asm_806E2C74,80,yes
us,asm,func_global_asm_806D6F0C,88,yes
us,asm,func_global_asm_806E41B4,56,yes
us,asm,func_global_asm_80688E08,96,yes
us,asm,func_global_asm_806F12FC,84,yes
us,asm,func_global_asm_8060B4D4,136,yes
us,asm,func_global_asm_80652EBC,104,yes
us,asm,func_global_asm_806E7050,56,yes
us,asm,func_global_asm_805FE398,316,yes
us,asm,func_global_asm_8064F84C,264,no
us,asm,func_global_asm_80654A2C,404,no
us,asm,func_global_asm_807085D0,1512,no
us,asm,func_global_asm_80685520,488,yes
us,asm,func_global_asm_8064911C,216,yes
us,asm,playSong,204,yes
us,asm,func_global_asm_8069D0D8,32,yes
us,asm,func_global_asm_8060116C,52,yes
us,asm,func_global_asm_8067B2B8,8,yes
us,asm,func_global_asm_80655CF8,216,no
us,asm,func_global_asm_80610B84,84,yes
us,asm,func_global_asm_80737EA4,104,yes
us,asm,func_global_asm_80611408,300,no
us,asm,func_global_asm_8062EDA8,160,no
us,asm,func_global_asm_806ABA6C,300,no
us,asm,func_global_asm_8066E21C,164,yes
us,asm,func_global_asm_8072B324,12,yes
us,asm,func_global_asm_8071C004,584,no
us,asm,func_global_asm_806E31FC,272,yes
us,asm,func_global_asm_8064BBD8,216,yes
us,asm,func_global_asm_806B8878,32,yes
us,asm,func_global_asm_8072D99C,56,yes
us,asm,func_global_asm_8073E460,476,no
us,asm,func_global_asm_8060B49C,56,yes
us,asm,func_global_asm_806DC3A4,108,yes
us,asm,func_global_asm_8073A900,140,yes
us,asm,func_global_asm_80727F20,228,yes
us,asm,func_global_asm_80659470,88,yes
us,asm,func_global_asm_806C7B34,28,yes
us,asm,func_global_asm_80740C50,760,no
us,asm,func_global_asm_806A5FA4,96,yes
us,asm,func_global_asm_806625D0,72,yes
us,asm,func_global_asm_806ACC64,132,yes
us,asm,func_global_asm_806AFA60,248,yes
us,asm,func_global_asm_8070C89C,88,yes
us,asm,func_global_asm_806547A8,644,no
us,asm,func_global_asm_8069900C,32,yes
us,asm,func_global_asm_8071D94C,552,no
us,asm,func_global_asm_8060EA28,556,yes
us,asm,func_global_asm_80715B30,776,no
us,asm,func_global_asm_80719C00,756,yes
us,asm,func_global_asm_80723CCC,700,no
us,asm,func_global_asm_80713438,380,yes
us,asm,func_global_asm_8071A674,572,no
us,asm,func_global_asm_806CC638,624,no
us,asm,func_global_asm_8070D754,216,yes
us,asm,func_global_asm_80600BBC,172,yes
us,asm,func_global_asm_80694D20,1168,no
us,asm,func_global_asm_806FACE8,764,yes
us,asm,func_global_asm_8071F034,68,yes
us,asm,func_global_asm_806CC970,412,yes
us,asm,func_global_asm_806E7484,228,yes
us,asm,func_global_asm_806EB8CC,152,yes
us,asm,func_global_asm_806CEFBC,276,no
us,asm,func_global_asm_80735624,576,no
us,asm,func_global_asm_8067675C,44,yes
us,asm,func_global_asm_8060C430,536,no
us,asm,func_global_asm_8068A2AC,88,yes
us,asm,func_global_asm_8066461C,80,yes
us,asm,func_global_asm_806B8BDC,156,yes
us,asm,func_global_asm_806C7270,820,no
us,asm,func_global_asm_806D5B44,392,yes
us,asm,func_global_asm_806FEF7C,160,yes
us,asm,func_global_asm_806003EC,64,yes
us,asm,func_global_asm_80731E68,452,no
us,asm,func_global_asm_8064954C,356,yes
us,asm,func_global_asm_806C1CCC,376,yes
us,asm,func_global_asm_8070DD44,152,no
us,asm,func_global_asm_8066B434,120,yes
us,asm,func_global_asm_806E3C14,36,yes
us,asm,func_global_asm_806D8A64,164,yes
us,asm,func_global_asm_8066BAB8,140,yes
us,asm,func_global_asm_8072AB74,1968,no
us,asm,func_global_asm_806EBA74,128,yes
us,asm,func_global_asm_80631B8C,64,yes
us,asm,func_global_asm_806AC07C,2572,no
us,asm,func_global_asm_806ED244,476,yes
us,asm,func_global_asm_806DD24C,1576,no
us,asm,func_global_asm_80655BF0,264,yes
us,asm,func_global_asm_8071509C,468,no
us,asm,func_global_asm_807102AC,308,no
us,asm,func_global_asm_8064F358,172,yes
us,asm,func_global_asm_8067C6DC,32,yes
us,asm,func_global_asm_806ABE3C,524,no
us,asm,func_global_asm_80666F04,196,yes
us,asm,func_global_asm_8063DB3C,156,yes
us,asm,func_global_asm_8068A858,904,no
us,asm,func_global_asm_8069E4E0,216,yes
us,asm,func_global_asm_80713088,76,yes
us,asm,func_global_asm_80719EF4,324,yes
us,asm,func_global_asm_8069D018,64,yes
us,asm,func_global_asm_8070CC1C,56,yes
us,asm,func_global_asm_80712628,12,yes
us,asm,func_global_asm_8073B5D0,112,yes
us,asm,func_global_asm_8070DB9C,164,no
us,asm,func_global_asm_806F9D8C,1048,no
us,asm,func_global_asm_80685210,180,yes
us,asm,func_global_asm_806A62B4,32,yes
us,asm,func_global_asm_8069DC10,112,no
us,asm,func_global_asm_806EAE60,268,yes
us,asm,func_global_asm_8066BD54,140,yes
us,asm,func_global_asm_806CF918,180,yes
us,asm,func_global_asm_8066164C,12,yes
us,asm,func_global_asm_8070FCCC,928,no
us,asm,func_global_asm_806616A0,512,no
us,asm,func_global_asm_80690500,696,yes
us,asm,func_global_asm_80738080,76,no
us,asm,func_global_asm_8064DE04,344,yes
us,asm,func_global_asm_8063A8C4,164,yes
us,asm,func_global_asm_8071F1D0,296,no
us,asm,func_global_asm_80647218,752,yes
us,asm,func_global_asm_806F07CC,172,yes
us,asm,func_global_asm_8065A654,12,yes
us,asm,func_global_asm_80676540,80,yes
us,asm,func_global_asm_806E9388,112,yes
us,asm,func_global_asm_806CD9A0,900,no
us,asm,func_global_asm_8073E63C,256,no
us,asm,func_global_asm_80634908,84,yes
us,asm,func_global_asm_806B1290,184,yes
us,asm,func_global_asm_806E0454,140,yes
us,asm,func_global_asm_806D7FE8,136,yes
us,asm,func_global_asm_806FD9FC,144,no
us,asm,func_global_asm_80662180,8,yes
us,asm,func_global_asm_806D266C,108,yes
us,asm,func_global_asm_8069D098,32,yes
us,asm,func_global_asm_80636014,96,yes
us,asm,func_global_asm_806CA048,160,yes
us,asm,func_global_asm_806A10BC,112,no
us,asm,func_global_asm_806A7B94,36,yes
us,asm,func_global_asm_80665DE0,104,yes
us,asm,func_global_asm_806E384C,692,yes
us,asm,func_global_asm_806F833C,1872,yes
us,asm,func_global_asm_8065FB04,96,yes
us,asm,func_global_asm_806D9134,80,yes
us,asm,func_global_asm_80739E24,56,no
us,asm,func_global_asm_806651FC,452,no
us,asm,func_global_asm_80719A0C,380,yes
us,asm,func_global_asm_80662108,8,yes
us,asm,gameIsInQuitGameMode,84,yes
us,asm,func_global_asm_80635EF0,292,yes
us,asm,func_global_asm_806B1F50,1384,yes
us,asm,func_global_asm_80653DF0,184,no
us,asm,func_global_asm_8073AD50,828,yes
us,asm,func_global_asm_8071586C,84,yes
us,asm,func_global_asm_8060E1A8,180,yes
us,asm,applyActorYAcceleration,136,yes
us,asm,func_global_asm_806F027C,200,yes
us,asm,func_global_asm_80662188,72,yes
us,asm,func_global_asm_8068C2F8,88,yes
us,asm,func_global_asm_806D2BB0,32,yes
us,asm,func_global_asm_806F4E74,72,yes
us,asm,func_global_asm_8062BA74,112,yes
us,asm,func_global_asm_806E3CEC,40,yes
us,asm,func_global_asm_806C4904,68,yes
us,asm,func_global_asm_80665ACC,24,yes
us,asm,func_global_asm_806713E4,324,no
us,asm,func_global_asm_8071EDEC,184,yes
us,asm,func_global_asm_806C2A64,200,yes
us,asm,func_global_asm_806D2CAC,140,yes
us,asm,func_global_asm_80727194,96,yes
us,asm,func_global_asm_806A7600,1284,yes
us,asm,func_global_asm_80732064,56,no
us,asm,func_global_asm_80737E90,20,yes
us,asm,func_global_asm_806E8A8C,100,yes
us,asm,func_global_asm_806C9E40,48,yes
us,asm,func_global_asm_8064F804,72,yes
us,asm,func_global_asm_8070DA74,264,no
us,asm,func_global_asm_806EBC60,144,yes
us,asm,func_global_asm_8060A634,60,yes
us,asm,func_global_asm_80692940,1296,no
us,asm,func_global_asm_806BD0CC,152,yes
us,asm,func_global_asm_80658E58,52,yes
us,asm,func_global_asm_80689DD4,196,yes
us,asm,func_global_asm_806D2744,64,yes
us,asm,func_global_asm_8071D28C,816,yes
us,asm,func_global_asm_8071E028,232,yes
us,asm,func_global_asm_8063CA7C,96,yes
us,asm,func_global_asm_8066E6C8,100,yes
us,asm,func_global_asm_80611690,80,yes
us,asm,func_global_asm_806710E0,384,no
us,asm,func_global_asm_80669E04,648,no
us,asm,func_global_asm_8067ADB4,88,yes
us,asm,func_global_asm_80639FC0,972,no
us,asm,func_global_asm_80673A40,84,no
us,asm,func_global_asm_806057F8,11568,no
us,asm,func_global_asm_806D2330,72,yes
us,asm,func_global_asm_806F0238,68,yes
us,asm,func_global_asm_806F7FD0,52,yes
us,asm,getPointerTableFile,812,yes
us,asm,func_global_asm_8070E34C,508,no
us,asm,func_global_asm_8066BECC,64,yes
us,asm,func_global_asm_80604D70,724,no
us,asm,func_global_asm_8066F06C,396,no
us,asm,func_global_asm_806C9DE0,48,yes
us,asm,func_global_asm_806E1864,8,yes
us,asm,func_global_asm_80632FCC,248,yes
us,asm,func_global_asm_80708BB8,108,yes
us,asm,func_global_asm_80672EBC,216,no
us,asm,func_global_asm_80690BE8,120,yes
us,asm,func_global_asm_8060E79C,80,yes
us,asm,func_global_asm_80631FAC,216,yes
us,asm,func_global_asm_8068ECF4,608,yes
us,asm,func_global_asm_806BA76C,348,yes
us,asm,func_global_asm_8068086C,156,yes
us,asm,func_global_asm_8068A3A0,100,no
us,asm,func_global_asm_80724874,56,yes
us,asm,func_global_asm_80714A58,16,yes
us,asm,func_global_asm_806B3F90,516,no
us,asm,func_global_asm_8060BBE0,192,no
us,asm,func_global_asm_806B91E0,2768,no
us,asm,func_global_asm_807375E0,40,yes
us,asm,func_global_asm_8072DCF4,284,no
us,asm,func_global_asm_807132DC,176,yes
us,asm,func_global_asm_806358E8,1544,no
us,asm,func_global_asm_807189BC,568,yes
us,asm,func_global_asm_8066EBF4,120,yes
us,asm,func_global_asm_8063B758,384,no
us,asm,func_global_asm_806C75A4,1372,no
us,asm,func_global_asm_80600B10,172,yes
us,asm,func_global_asm_8073F1E4,324,yes
us,asm,func_global_asm_8065EB10,1248,no
us,asm,func_global_asm_8065D244,16,yes
us,asm,func_global_asm_80601A10,688,no
us,asm,func_global_asm_8067DF44,820,yes
us,asm,func_global_asm_806F1EB0,1016,no
us,asm,func_global_asm_806787F4,8,yes
us,asm,func_global_asm_80650A04,108,yes
us,asm,func_global_asm_8062E040,440,no
us,asm,func_global_asm_806BB400,516,no
us,asm,func_global_asm_806ED050,172,yes
us,asm,func_global_asm_806A4284,1752,no
us,asm,func_global_asm_806438B8,620,yes
us,asm,func_global_asm_8067A908,148,yes
us,asm,func_global_asm_80674B90,644,no
us,asm,func_global_asm_806B4DCC,808,yes
us,asm,func_global_asm_806951E8,1340,no
us,asm,func_global_asm_806CF878,160,yes
us,asm,func_global_asm_806EBF34,64,yes
us,asm,func_global_asm_80677148,1220,no
us,asm,func_global_asm_806DABE4,444,yes
us,asm,func_global_asm_8068696C,240,yes
us,asm,func_global_asm_80647A14,352,yes
us,asm,func_global_asm_80677ED0,216,yes
us,asm,func_global_asm_80726744,1592,no
us,asm,func_global_asm_805FCFD8,88,yes
us,asm,func_global_asm_806C7210,8,yes
us,asm,func_global_asm_80632860,1456,no
us,asm,func_global_asm_8073A98C,232,yes
us,asm,func_global_asm_8060BF84,832,yes
us,asm,func_global_asm_806672B8,1444,no
us,asm,playerCanThrowOrange,292,yes
us,asm,func_global_asm_806C7268,8,yes
us,asm,func_global_asm_806EB544,132,yes
us,asm,func_global_asm_8071F8E4,400,yes
us,asm,func_global_asm_8071A1E4,604,no
us,asm,func_global_asm_8070CC54,56,yes
us,asm,func_global_asm_8073DA30,1312,no
us,asm,func_global_asm_80690C60,720,no
us,asm,func_global_asm_80737990,188,yes
us,asm,func_global_asm_806A6468,268,no
us,asm,func_global_asm_8070C210,108,yes
us,asm,func_global_asm_80689710,224,yes
us,asm,func_global_asm_8060DEC8,608,yes
us,asm,func_global_asm_806A6094,40,yes
us,asm,func_global_asm_806ECC48,148,yes
us,asm,func_global_asm_806F0878,184,yes
us,asm,func_global_asm_8069E490,80,yes
us,asm,func_global_asm_807248B0,228,yes
us,asm,func_global_asm_806F8278,196,no
us,asm,func_global_asm_806505F0,148,yes
us,asm,func_global_asm_806582F8,532,no
us,asm,func_global_asm_80713EB0,432,no
us,asm,func_global_asm_80690094,252,yes
us,asm,drawSpriteAtPosition,72,yes
us,asm,playSoundAtActorPosition,180,yes
us,asm,func_global_asm_8066FE08,1856,no
us,asm,func_global_asm_806F1B58,56,yes
us,asm,func_global_asm_806EE74C,108,yes
us,asm,func_global_asm_806E9D1C,196,yes
us,asm,func_global_asm_8067605C,304,yes
us,asm,func_global_asm_8067BDB8,64,yes
us,asm,func_global_asm_806DE264,1740,no
us,asm,func_global_asm_8062F388,24,yes
us,asm,func_global_asm_806C6884,716,yes
us,asm,func_global_asm_80738E58,576,no
us,asm,func_global_asm_806335B0,204,yes
us,asm,func_global_asm_8068408C,160,yes
us,asm,func_global_asm_806F54E0,960,no
us,asm,func_global_asm_8073B9B0,176,no
us,asm,func_global_asm_806338F4,72,yes
us,asm,func_global_asm_806C4EB4,44,yes
us,asm,func_global_asm_80713764,320,yes
us,asm,func_global_asm_80672C70,76,yes
us,asm,func_global_asm_8066CDF8,236,yes
us,asm,func_global_asm_806CFEA4,40,yes
us,asm,func_global_asm_806018B4,32,yes
us,asm,func_global_asm_8062D2AC,68,yes
us,asm,func_global_asm_806D61B8,928,no
us,asm,func_global_asm_80697988,868,no
us,asm,func_global_asm_80611160,12,yes
us,asm,func_global_asm_80717DB4,360,yes
us,asm,func_global_asm_806A6DB4,1432,no
us,asm,func_global_asm_80665FB4,220,yes
us,asm,func_global_asm_806EB6D8,108,yes
us,asm,func_global_asm_8073C9C0,68,yes
us,asm,func_global_asm_8065F614,100,yes
us,asm,func_global_asm_80717F1C,356,yes
us,asm,func_global_asm_80662B90,1200,no
us,asm,func_global_asm_8063D930,96,no
us,asm,func_global_asm_80724994,140,yes
us,asm,func_global_asm_80714A08,32,yes
us,asm,func_global_asm_8067AB20,160,yes
us,asm,func_global_asm_806357F8,240,yes
us,asm,func_global_asm_80610E84,356,no
us,asm,func_global_asm_80634CC8,76,yes
us,asm,func_global_asm_806E0654,64,yes
us,asm,func_global_asm_806F149C,32,yes
us,asm,func_global_asm_8067ACB4,12,yes
us,asm,func_global_asm_8071D5BC,456,yes
us,asm,func_global_asm_806F93EC,64,yes
us,asm,func_global_asm_806DF1A0,224,yes
us,asm,func_global_asm_8071496C,16,yes
us,asm,func_global_asm_80605314,108,yes
us,asm,func_global_asm_80737C20,212,yes
us,asm,func_global_asm_806618A0,532,no
us,asm,func_global_asm_806E88AC,44,yes
us,asm,func_global_asm_8073D060,224,no
us,asm,func_global_asm_806E854C,472,no
us,asm,func_global_asm_80732B3C,580,yes
us,asm,func_global_asm_806E36B4,344,no
us,asm,func_global_asm_806DA3E4,244,yes
us,asm,func_global_asm_806D3B08,32,yes
us,asm,func_global_asm_8069CF54,196,yes
us,asm,func_global_asm_806E1630,248,yes
us,asm,func_global_asm_806EF944,196,yes
us,asm,func_global_asm_806E9F8C,192,yes
us,asm,func_global_asm_806E7C70,388,yes
us,asm,func_global_asm_806EBED0,100,yes
us,asm,func_global_asm_8060193C,124,yes
us,asm,func_global_asm_807318AC,176,yes
us,asm,func_global_asm_806A7BB8,36,yes
us,asm,func_global_asm_80611534,96,no
us,asm,func_global_asm_806EAF6C,128,yes
us,asm,func_global_asm_8065FD88,304,no
us,asm,func_global_asm_80647B74,384,no
us,asm,func_global_asm_8060E128,128,yes
us,asm,func_global_asm_8064B2AC,196,yes
us,asm,func_global_asm_80687CC8,128,yes
us,asm,func_global_asm_806BB604,536,yes
us,asm,func_global_asm_8073E8A0,28,yes
us,asm,func_global_asm_80727958,1480,no
us,asm,func_global_asm_806A62D4,116,yes
us,asm,func_global_asm_806CCC54,2000,no
us,asm,func_global_asm_806C9FD8,112,yes
us,asm,func_global_asm_806F1C04,684,no
us,asm,func_global_asm_80732158,296,no
us,asm,func_global_asm_806C7218,8,yes
us,asm,func_global_asm_8066F250,36,yes
us,asm,func_global_asm_8072DA60,68,yes
us,asm,func_global_asm_80659320,48,yes
us,asm,func_global_asm_80732930,124,no
us,asm,func_global_asm_806F4778,1528,no
us,asm,func_global_asm_80633DC0,2472,yes
us,asm,func_global_asm_806769A8,100,yes
us,asm,func_global_asm_806612B4,76,yes
us,asm,func_global_asm_80666AEC,12,yes
us,asm,func_global_asm_806F9AF0,116,yes
us,asm,func_global_asm_806E9ACC,112,yes
us,asm,func_global_asm_806B24B8,724,yes
us,asm,func_global_asm_806E2B20,340,no
us,asm,func_global_asm_806E1A50,340,yes
us,asm,func_global_asm_806F96CC,120,yes
us,asm,func_global_asm_806E9DE0,236,yes
us,asm,func_global_asm_80676ED0,632,no
us,asm,func_global_asm_80656E58,188,yes
us,asm,func_global_asm_8067ABC0,120,yes
us,asm,func_global_asm_8066B7F4,212,yes
us,asm,func_global_asm_8060151C,196,yes
us,asm,func_global_asm_806049CC,540,yes
us,asm,func_global_asm_8062BCC8,232,yes
us,asm,func_global_asm_80645614,236,yes
us,asm,func_global_asm_8064199C,92,yes
us,asm,func_global_asm_80674330,268,no
us,asm,func_global_asm_80730E18,536,no
us,asm,func_global_asm_8067C69C,32,yes
us,asm,func_global_asm_8072FA14,688,yes
us,asm,func_global_asm_80658C10,188,yes
us,asm,func_global_asm_80688584,180,yes
us,asm,func_global_asm_807040E0,40,yes
us,asm,func_global_asm_8062B8A4,64,yes
us,asm,func_global_asm_806ACFFC,612,no
us,asm,func_global_asm_80650D8C,140,yes
us,asm,func_global_asm_80675DD0,108,yes
us,asm,func_global_asm_80610350,1692,no
us,asm,func_global_asm_80658930,472,no
us,asm,func_global_asm_806D850C,752,yes
us,asm,func_global_asm_80661658,72,yes
us,asm,func_global_asm_806A7EF0,384,yes
us,asm,func_global_asm_806C8F8C,312,yes
us,asm,func_global_asm_8073E800,160,no
us,asm,func_global_asm_806019B8,76,yes
us,asm,isIntroStoryPlaying,12,yes
us,asm,func_global_asm_8073A130,372,no
us,asm,func_global_asm_806CF2EC,172,yes
us,asm,func_global_asm_806A610C,40,yes
us,asm,func_global_asm_8069E5B8,168,yes
us,asm,func_global_asm_806A61D0,96,yes
us,asm,func_global_asm_806BD3E4,972,no
us,asm,func_global_asm_806EE994,200,yes
us,asm,func_global_asm_80600D50,848,no
us,asm,func_global_asm_8071B24C,160,yes
us,asm,func_global_asm_8060E664,132,yes
us,asm,func_global_asm_80650A70,104,yes
us,asm,func_global_asm_80672680,92,yes
us,asm,func_global_asm_806742C0,112,no
us,asm,func_global_asm_8068A074,152,yes
us,asm,func_global_asm_80699070,184,yes
us,asm,func_global_asm_8072FE60,604,no
us,asm,func_global_asm_806E077C,124,yes
us,asm,func_global_asm_8070DD18,44,yes
us,asm,func_global_asm_80714608,48,yes
us,asm,func_global_asm_8071F758,396,yes
us,asm,func_global_asm_8071B1AC,160,yes
us,asm,func_global_asm_806487C4,1164,no
us,asm,func_global_asm_806111F8,276,no
us,asm,func_global_asm_8070A848,236,no
us,asm,func_global_asm_806DFF34,108,no
us,asm,func_global_asm_806291A8,12,yes
us,asm,func_global_asm_806EC2CC,240,yes
us,asm,func_global_asm_80674688,132,no
us,asm,func_global_asm_8073D160,144,no
us,asm,func_global_asm_80634F14,140,yes
us,asm,func_global_asm_80718188,244,yes
us,asm,func_global_asm_8064826C,820,yes
us,asm,func_global_asm_806EBFD0,68,yes
us,asm,func_global_asm_80602C6C,116,yes
us,asm,func_global_asm_8071D260,44,yes
us,asm,func_global_asm_80731030,60,no
us,asm,func_global_asm_80602E6C,1236,no
us,asm,func_global_asm_8065A6F8,16,yes
us,asm,func_global_asm_8063C2A8,128,yes
us,asm,func_global_asm_8071EA24,332,yes
us,asm,func_global_asm_80633570,64,yes
us,asm,func_global_asm_8068A2FC,80,yes
us,asm,func_global_asm_806F39E8,516,yes
us,asm,func_global_asm_80687080,348,yes
us,asm,func_global_asm_806B54BC,1488,yes
us,asm,func_global_asm_806907B8,40,yes
us,asm,func_global_asm_806DB3AC,708,yes
us,asm,func_global_asm_806EB744,392,yes
us,asm,func_global_asm_806C9F44,48,yes
us,asm,func_global_asm_806F544C,76,yes
us,asm,func_global_asm_80653EA8,192,no
us,asm,func_global_asm_806D1110,236,yes
us,asm,func_global_asm_8060A6A0,288,no
us,asm,func_global_asm_8060B6CC,52,yes
us,asm,func_global_asm_806E6EE0,148,yes
us,asm,func_global_asm_8072ED9C,112,yes
us,asm,func_global_asm_806B42A8,1476,no
us,asm,func_global_asm_806E9BA8,308,no
us,asm,func_global_asm_806E5EA8,44,yes
us,asm,__n_freeParam,44,yes
us,asm,func_global_asm_80727678,584,no
us,asm,func_global_asm_8066F1F8,88,yes
us,asm,func_global_asm_806A92B4,3560,no
us,asm,func_global_asm_806ECDD4,88,yes
us,asm,func_global_asm_80665AE4,308,yes
us,asm,func_global_asm_8062B86C,56,yes
us,asm,func_global_asm_80611730,276,no
us,asm,func_global_asm_8066308C,1048,no
us,asm,func_global_asm_8066466C,456,yes
us,asm,func_global_asm_8062BAE4,72,yes
us,asm,func_global_asm_80641C98,264,yes
us,asm,func_global_asm_8067BC68,32,yes
us,asm,func_global_asm_806111BC,60,yes
us,asm,func_global_asm_806C9E10,48,yes
us,asm,func_global_asm_80737B58,200,no
us,asm,func_global_asm_806F1378,8,yes
us,asm,func_global_asm_80663844,392,yes
us,asm,func_global_asm_806333F8,376,no
us,asm,func_global_asm_806011E4,64,yes
us,asm,func_global_asm_806EBE8C,68,yes
us,asm,func_global_asm_8062B194,140,yes
us,asm,func_global_asm_806D7E88,192,yes
us,asm,func_global_asm_806B1348,108,yes
us,asm,func_global_asm_806F3BEC,452,yes
us,asm,func_global_asm_806D22A0,32,yes
us,asm,func_global_asm_806D3B28,32,yes
us,asm,func_global_asm_806696A0,400,yes
us,asm,func_global_asm_80669588,200,yes
us,asm,func_global_asm_806B3C94,132,yes
us,asm,func_global_asm_8063C418,56,yes
us,asm,func_global_asm_806F5FE8,84,yes
us,asm,func_global_asm_805FE7FC,1672,yes
us,asm,func_global_asm_8063DED0,284,yes
us,asm,func_global_asm_806EE660,80,yes
us,asm,func_global_asm_806521F8,212,yes
us,asm,func_global_asm_8064F028,412,yes
us,asm,func_global_asm_8063A38C,1212,no
us,asm,func_global_asm_805FF168,32,yes
us,asm,func_global_asm_806F0184,84,yes
us,asm,func_global_asm_80676690,80,yes
us,asm,func_global_asm_8060D768,32,yes
us,asm,func_global_asm_80713EA8,8,yes
us,asm,setAction,184,yes
us,asm,func_global_asm_80714C08,184,yes
us,asm,func_global_asm_80731784,120,no
us,asm,func_global_asm_806F014C,56,yes
us,asm,func_global_asm_8060A1B0,488,no
us,asm,func_global_asm_806903BC,180,yes
us,asm,func_global_asm_8066BE20,172,yes
us,asm,func_global_asm_806ED5C0,240,yes
us,asm,func_global_asm_806E78E0,24,yes
us,asm,func_global_asm_8071C24C,576,yes
us,asm,func_global_asm_80717100,268,no
us,asm,func_global_asm_806EFDFC,312,yes
us,asm,func_global_asm_80671D10,84,yes
us,asm,func_global_asm_8064B9E0,276,yes
us,asm,func_global_asm_80665548,16,yes
us,asm,func_global_asm_80629190,12,yes
us,asm,func_global_asm_806D9924,28,yes
us,asm,func_global_asm_8067E704,32,yes
us,asm,func_global_asm_80678050,624,no
us,asm,func_global_asm_80652374,300,yes
us,asm,func_global_asm_806D0EBC,452,yes
us,asm,func_global_asm_8070E8DC,16,yes
us,asm,func_global_asm_8073CF00,176,no
us,asm,func_global_asm_8071321C,84,yes
us,asm,func_global_asm_806348B4,84,yes
us,asm,func_global_asm_80714708,112,yes
us,asm,getSpawnerTiedActor,212,yes
us,asm,func_global_asm_8070CA2C,68,yes
us,asm,func_global_asm_806871DC,548,yes
us,asm,func_global_asm_806D37CC,224,yes
us,asm,func_global_asm_8066ACA4,252,no
us,asm,func_global_asm_8072C870,168,yes
us,asm,func_global_asm_806787EC,8,yes
us,asm,func_global_asm_8070DA28,76,yes
us,asm,func_global_asm_806B13B4,2500,no
us,asm,func_global_asm_80654BC0,268,yes
us,asm,func_global_asm_80704444,64,no
us,asm,func_global_asm_8068B81C,20,yes
us,asm,func_global_asm_807195D4,480,no
us,asm,gameIsInDKTheatreMode,52,yes
us,asm,func_global_asm_8064B7D4,20,yes
us,asm,func_global_asm_806B6DB0,2116,no
us,asm,func_global_asm_806A7518,232,yes
us,asm,func_global_asm_80664A38,628,yes
us,asm,func_global_asm_8062EE48,344,no
